-10	0
-9.96875	0
-9.9375	0
-9.90625	-2.277068e-09
-9.875	-3.423436e-08
-9.84375	-1.036645e-07
-9.8125	-1.388997e-07
-9.78125	-4.672671e-07
-9.75	-5.366681e-07
-9.71875	-4.901094e-07
-9.6875	-3.886589e-07
-9.65625	-2.837611e-07
-9.625	-2.069138e-07
-9.59375	-1.08681e-08
-9.5625	1.876956e-07
-9.53125	4.442731e-08
-9.5	6.956729e-07
-9.46875	4.677344e-07
-9.4375	3.636403e-07
-9.40625	-1.146856e-07
-9.375	-5.875845e-07
-9.34375	-2.360366e-06
-9.3125	-5.95293e-07
-9.28125	-2.144905e-06
-9.25	-1.260605e-06
-9.21875	-3.186483e-06
-9.1875	-1.185855e-06
-9.15625	1.154938e-06
-9.125	1.354763e-06
-9.09375	1.075481e-05
-9.0625	5.472075e-06
-9.03125	-2.626236e-06
-9	-7.232588e-06
-8.96875	-7.884475e-06
-8.9375	-1.706502e-05
-8.90625	-1.835641e-05
-8.875	-1.522487e-05
-8.84375	-8.429476e-06
-8.8125	2.906407e-06
-8.78125	6.966388e-07
-8.75	2.170717e-06
-8.71875	4.222408e-06
-8.6875	1.618939e-06
-8.65625	6.061505e-07
-8.625	-1.743975e-06
-8.59375	-1.674584e-05
-8.5625	-1.524777e-05
-8.53125	-9.516435e-06
-8.5	-1.987507e-05
-8.46875	-1.411596e-05
-8.4375	-8.358224e-06
-8.40625	-1.038632e-05
-8.375	-3.483645e-06
-8.34375	2.384687e-06
-8.3125	2.57178e-06
-8.28125	6.293266e-06
-8.25	3.303851e-06
-8.21875	-2.962843e-06
-8.1875	-2.1093e-06
-8.15625	-7.276994e-06
-8.125	-5.116329e-06
-8.09375	-5.351728e-05
-8.0625	-2.277796e-05
-8.03125	-5.327688e-06
-8	-4.121796e-07
-7.96875	-1.272126e-05
-7.9375	-2.474439e-06
-7.90625	3.220294e-06
-7.875	-8.508883e-06
-7.84375	1.144831e-06
-7.8125	-3.224397e-05
-7.78125	-2.565549e-05
-7.75	-2.645052e-06
-7.71875	2.221228e-06
-7.6875	2.547219e-06
-7.65625	-1.613802e-06
-7.625	2.192198e-06
-7.59375	5.638559e-05
-7.5625	4.141964e-05
-7.53125	3.390828e-06
-7.5	-2.670669e-05
-7.46875	-1.110515e-05
-7.4375	-2.920025e-05
-7.40625	-9.570013e-06
-7.375	-3.523892e-05
-7.34375	-3.391801e-06
-7.3125	1.355671e-05
-7.28125	3.270714e-05
-7.25	8.202663e-05
-7.21875	6.23174e-05
-7.1875	1.499166e-05
-7.15625	2.15552e-05
-7.125	1.282457e-05
-7.09375	-8.015283e-08
-7.0625	-1.521414e-05
-7.03125	-7.80333e-05
-7	-3.90051e-05
-6.96875	-2.249249e-05
-6.9375	3.919273e-06
-6.90625	-1.371674e-05
-6.875	-1.953638e-06
-6.84375	1.988564e-06
-6.8125	-2.888203e-05
-6.78125	-1.414173e-05
-6.75	-2.806382e-05
-6.71875	-2.710507e-05
-6.6875	-4.229117e-05
-6.65625	-1.769195e-05
-6.625	-3.893823e-05
-6.59375	-3.00959e-05
-6.5625	-6.947689e-05
-6.53125	-0.0001697993
-6.5	-0.0002216011
-6.46875	-0.0001192793
-6.4375	-4.06552e-05
-6.40625	-2.976269e-05
-6.375	-2.710712e-05
-6.34375	-3.673627e-05
-6.3125	-4.021042e-05
-6.28125	-0.0001852337
-6.25	-0.000295575
-6.21875	-0.0002477911
-6.1875	-0.000160007
-6.15625	-9.301249e-05
-6.125	-5.152017e-05
-6.09375	-4.761702e-05
-6.0625	-8.137522e-05
-6.03125	-0.0001175678
-6	-0.0001346132
-5.96875	-0.0001457085
-5.9375	-0.000143617
-5.90625	-0.0001121314
-5.875	-5.549874e-05
-5.84375	-3.88382e-05
-5.8125	-3.079611e-05
-5.78125	-9.175405e-05
-5.75	-8.864125e-05
-5.71875	-8.697115e-05
-5.6875	-1.93359e-05
-5.65625	3.965024e-05
-5.625	7.620633e-05
-5.59375	0.0001005437
-5.5625	8.708528e-05
-5.53125	4.873238e-05
-5.5	-3.554245e-06
-5.46875	-8.980238e-05
-5.4375	-0.0001337722
-5.40625	-0.0001183918
-5.375	-0.0001292635
-5.34375	-0.0001163452
-5.3125	-0.0001000436
-5.28125	1.552411e-05
-5.25	5.101121e-05
-5.21875	4.285639e-05
-5.1875	8.560388e-06
-5.15625	9.333563e-06
-5.125	1.441583e-06
-5.09375	1.015287e-05
-5.0625	3.005049e-05
-5.03125	7.058725e-05
-5	3.456224e-05
-4.96875	-0.0001110963
-4.9375	-0.0002510612
-4.90625	-0.0002964842
-4.875	-0.0002501123
-4.84375	-0.0002080101
-4.8125	-0.0001616355
-4.78125	-9.670289e-05
-4.75	-5.211548e-05
-4.71875	-7.153538e-05
-4.6875	-0.0001099607
-4.65625	-0.0001330245
-4.625	-0.0002304785
-4.59375	-0.0003480566
-4.5625	-0.0004251882
-4.53125	-0.0003146263
-4.5	-9.627645e-05
-4.46875	0.0001674253
-4.4375	0.00021324
-4.40625	0.0001133271
-4.375	-0.0002015978
-4.34375	-0.0004119502
-4.3125	-0.000664265
-4.28125	-0.000684351
-4.25	-0.0006123487
-4.21875	-0.0003472451
-4.1875	-9.793509e-06
-4.15625	0.0002289755
-4.125	0.000269018
